key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,slider.response,slider.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_2.order,file_name,Initials*,session,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,slider_3.response,slider_3.rt,slider_4.response,slider_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,images,key_resp_2.keys,key_resp_2.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials_3.order,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,trials_4.order,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,trials_5.order,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,trials_6.order
,,,,,,,,,,,,,,,,,,,3_11.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.399074067,-0.335185254,1,0,0,,,3,0.110999823,1,0,28,10,1,27,3.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,39_12.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.393518511,-0.341666679,1,0,0,,,3,0.128999949,,,,,,,39.png,space,163.9459999,1,0,28,11,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,74_23.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.291666658,-0.32777779,1,0,0,,,4,0.200999975,,,,,,,74.png,,,1,0,28,22,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,16_5.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.291666658,-0.32777779,1,0,0,,,4,0.125999928,,,,,,,16.png,,,1,0,28,4,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,129_4.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.49629629,-0.348148161,1,0,0,,,2,0.123000145,,,,,,,129.png,,,1,0,28,3,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2_6.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.201851785,-0.338888901,1,0,0,,,5,0.13499999,,,,,,,2.png,,,1,0,28,5,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,66_21.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.397222215,-0.342592605,1,0,0,,,3,0.119000196,,,,,,,66.png,,,1,0,28,20,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,50_18.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.099074089,-0.322222234,1,0,0,,,8,0.119999886,,,,,,,50.png,,,1,0,28,17,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,88_24.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.202777794,-0.339814884,1,0,0,,,9,0.132999897,,,,,,,88.png,,,1,0,28,23,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,43_15.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.008333347,-0.343518531,1,0,0,,,7,0.137000084,,,,,,,43.png,,,1,0,28,14,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,21_8.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.085185173,-0.339814884,1,0,0,,,6,0.117000103,,,,,,,21.png,,,1,0,28,7,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3_11.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.398148141,-0.341666679,1,0,0,,,3,0.118000031,,,,,,,3.png,,,1,0,28,10,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,65_20.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.010185199,-0.336111124,1,0,0,,,7,0.116999865,,,,,,,65.png,,,1,0,28,19,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,42_14.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.19074073,-0.343518531,1,0,0,,,5,0.15199995,,,,,,,42.png,,,1,0,28,13,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,23_9.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.089814829,-0.33240742,1,0,0,,,8,0.128000021,,,,,,,23.png,,,1,0,28,8,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,107_2.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.089814829,-0.33240742,1,0,0,,,8,0.121999979,,,,,,,107.png,,,1,0,28,1,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4_13.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.405555548,-0.330555624,1,0,0,,,3,0.118000031,,,,,,,4.png,,,1,0,28,12,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,47_17.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.191666656,-0.348148161,1,0,0,,,5,0.123000145,,,,,,,47.png,,,1,0,28,16,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,93_26.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.062037051,-0.334259272,1,0,0,,,8,0.121999979,,,,,,,93.png,,,1,0,28,25,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1_1.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.005555542,-0.338888901,1,0,0,,,7,0.125999928,,,,,,,1.png,,,1,0,28,0,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20_7.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.005555542,-0.338888901,1,0,0,,,7,0.17200017,,,,,,,20.png,,,1,0,28,6,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,64_19.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.090740755,-0.342592605,1,0,0,,,8,0.167000055,,,,,,,64.png,,,1,0,28,18,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,71_22.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.018518506,-0.335185254,1,0,0,,,7,0.112999916,,,,,,,71.png,,,1,0,28,21,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,44_16.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.186111127,-0.339814884,1,0,0,,,9,0.16899991,,,,,,,44.png,,,1,0,28,15,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,89_25.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.107407422,-0.337962975,1,0,0,,,8,0.118000031,,,,,,,89.png,,,1,0,28,24,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,97_27.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.187962896,-0.339814884,1,0,0,,,5,0.133000135,,,,,,,97.png,,,1,0,28,26,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,11_3.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.312962954,-0.331481494,1,0,0,,,4,0.120000124,,,,,,,11.png,,,1,0,28,2,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,99_28.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.312962954,-0.331481494,1,0,0,,,4,0.123999834,,,,,,,99.png,,,1,0,28,27,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,27_10.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.398148141,-0.336111124,1,0,0,,,3,0.147000074,,,,,,,27.png,,,1,0,28,9,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,44_16.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.197222238,-0.337962975,1,0,0,,,9,0.114000082,,,,,,,44.png,space,8.198999882,,,,,,,1,0,28,15,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,88_24.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.107407422,-0.341666679,1,0,0,,,8,0.115999937,,,,,,,88.png,,,,,,,,,1,0,28,23,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,39_12.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.387962955,-0.350000013,1,0,0,,,3,0.126999855,,,,,,,39.png,,,,,,,,,1,0,28,11,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,99_28.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.299999991,-0.335185254,1,0,0,,,4,0.161000013,,,,,,,99.png,,,,,,,,,1,0,28,27,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,11_3.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.402777771,-0.33703705,1,0,0,,,3,0.177999973,,,,,,,11.png,,,,,,,,,1,0,28,2,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,71_22.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.014814828,-0.339814884,1,0,0,,,7,0.122000217,,,,,,,71.png,,,,,,,,,1,0,28,21,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,27_10.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.391666659,-0.340740753,1,0,0,,,3,0.125,,,,,,,27.png,,,,,,,,,1,0,28,9,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,47_17.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.391666659,-0.340740753,1,0,0,,,3,0.128999949,,,,,,,47.png,,,,,,,,,1,0,28,16,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,43_15.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.191666683,-0.33240742,1,0,0,,,9,0.118000031,,,,,,,43.png,,,,,,,,,1,0,28,14,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1_1.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.099074089,-0.340740753,1,0,0,,,8,0.125999928,,,,,,,1.png,,,,,,,,,1,0,28,0,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,16_5.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.387962955,-0.333333346,1,0,0,,,3,0.130000114,,,,,,,16.png,,,,,,,,,1,0,28,4,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,66_21.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.387962955,-0.333333346,1,0,0,,,3,0.112999916,,,,,,,66.png,,,,,,,,,1,0,28,20,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,93_26.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.202777794,-0.339814884,1,0,0,,,9,0.118999958,,,,,,,93.png,,,,,,,,,1,0,28,25,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20_7.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.10555557,-0.342592605,1,0,0,,,8,0.125,,,,,,,20.png,,,,,,,,,1,0,28,6,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,23_9.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.193518535,-0.343518531,1,0,0,,,9,0.118000031,,,,,,,23.png,,,,,,,,,1,0,28,8,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,129_4.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.501851846,-0.32777779,1,0,0,,,2,0.117999792,,,,,,,129.png,,,,,,,,,1,0,28,3,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,50_18.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.100925914,-0.350000013,1,0,0,,,6,0.114000082,,,,,,,50.png,,,,,,,,,1,0,28,17,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2_6.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.4074074,-0.350000013,1,0,0,,,3,0.119999886,,,,,,,2.png,,,,,,,,,1,0,28,5,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,97_27.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.305555547,-0.339814884,1,0,0,,,4,0.122999907,,,,,,,97.png,,,,,,,,,1,0,28,26,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,107_2.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.022222236,-0.338888901,1,0,0,,,7,0.121000051,,,,,,,107.png,,,,,,,,,1,0,28,1,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,21_8.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.114814803,-0.340740753,1,0,0,,,6,0.119999886,,,,,,,21.png,,,,,,,,,1,0,28,7,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,74_23.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.380555548,-0.336111124,1,0,0,,,3,0.132999897,,,,,,,74.png,,,,,,,,,1,0,28,22,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3_11.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.380555548,-0.336111124,1,0,0,,,3,0.120000124,,,,,,,3.png,,,,,,,,,1,0,28,10,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,89_25.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.101851867,-0.331481494,1,0,0,,,8,0.141000032,,,,,,,89.png,,,,,,,,,1,0,28,24,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,42_14.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.103703692,-0.335185254,1,0,0,,,6,0.112999916,,,,,,,42.png,,,,,,,,,1,0,28,13,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,65_20.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.209259276,-0.356481494,1,0,0,,,9,0.11500001,,,,,,,65.png,,,,,,,,,1,0,28,19,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,64_19.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.209259276,-0.356481494,1,0,0,,,9,0.122999907,,,,,,,64.png,,,,,,,,,1,0,28,18,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4_13.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.390740733,-0.337962975,1,0,0,,,3,0.128000021,,,,,,,4.png,,,,,,,,,1,0,28,12,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20_7.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.187962896,-0.344444514,1,0,0,,,5,0.121000051,,,,,,,20.png,space,1.252999783,,,,,,,,,,,,,1,0,28,6,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,11_3.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.424074067,-0.338888901,1,0,0,,,3,0.123000145,,,,,,,11.png,,,,,,,,,,,,,,,1,0,28,2,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,16_5.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.424074067,-0.338888901,1,0,0,,,3,0.111000061,,,,,,,16.png,,,,,,,,,,,,,,,1,0,28,4,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,99_28.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.424074067,-0.338888901,1,0,0,,,3,0.127000093,,,,,,,99.png,,,,,,,,,,,,,,,1,0,28,27,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,97_27.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.194444434,-0.342592605,1,0,0,,,5,0.120000124,,,,,,,97.png,,,,,,,,,,,,,,,1,0,28,26,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,27_10.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.400925919,-0.349074143,1,0,0,,,3,0.148000002,,,,,,,27.png,,,,,,,,,,,,,,,1,0,28,9,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,107_2.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.009259273,-0.35740742,1,0,0,,,7,0.110999823,,,,,,,107.png,,,,,,,,,,,,,,,1,0,28,1,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,39_12.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.408333326,-0.358333403,1,0,0,,,3,0.120000124,,,,,,,39.png,,,,,,,,,,,,,,,1,0,28,11,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,23_9.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.219444461,-0.343518531,1,0,0,,,9,0.118000031,,,,,,,23.png,,,,,,,,,,,,,,,1,0,28,8,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,2_6.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.390740733,-0.33240742,1,0,0,,,3,0.121999979,,,,,,,2.png,,,,,,,,,,,,,,,1,0,28,5,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,3_11.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.388888881,-0.333333346,1,0,0,,,3,0.128000021,,,,,,,3.png,,,,,,,,,,,,,,,1,0,28,10,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,21_8.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.085185173,-0.350925939,1,0,0,,,6,0.125999928,,,,,,,21.png,,,,,,,,,,,,,,,1,0,28,7,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,71_22.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.007407338,-0.347222235,1,0,0,,,7,0.118999958,,,,,,,71.png,,,,,,,,,,,,,,,1,0,28,21,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,44_16.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.201851868,-0.33703705,1,0,0,,,9,0.122999907,,,,,,,44.png,,,,,,,,,,,,,,,1,0,28,15,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,47_17.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.41203703,-0.341666679,1,0,0,,,3,0.152000189,,,,,,,47.png,,,,,,,,,,,,,,,1,0,28,16,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,129_4.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.504629624,-0.345370383,1,0,0,,,2,0.116000175,,,,,,,129.png,,,,,,,,,,,,,,,1,0,28,3,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,66_21.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.402777771,-0.348148161,1,0,0,,,3,0.116999865,,,,,,,66.png,,,,,,,,,,,,,,,1,0,28,20,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,42_14.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,-0.197222155,-0.326851864,1,0,0,,,5,0.114000082,,,,,,,42.png,,,,,,,,,,,,,,,1,0,28,13,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,88_24.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.102777793,-0.339814884,1,0,0,,,8,0.113999844,,,,,,,88.png,,,,,,,,,,,,,,,1,0,28,23,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,64_19.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.10555557,-0.335185254,1,0,0,,,8,0.107000113,,,,,,,64.png,,,,,,,,,,,,,,,1,0,28,18,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,65_20.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.117592608,-0.329629642,1,0,0,,,8,0.112999916,,,,,,,65.png,,,,,,,,,,,,,,,1,0,28,19,1,27,,,,,,
,,,,,,,,,,,,,,,,,,,93_26.png,GI,001,2020-02-05_17h14.47.431,trust_define_RK,3.2.3,Win32,60,,,0.117592608,-0.329629642,1,0,0,,,8,0.117999792,,,,,,,93.png,,,,,,,,,,,,,,,1,0,28,25,1,27,,,,,,
